"","state","zip_code","kw_potential_for_median_house","yearly_solar_kwh_produced","estimated_avg_carbon_offset","estimated_percent_of_houses_qualified","num_customers","average_installation_cost","avg_house_price","average_monthly_consumption","price_per_kwh","impact","economical","savings","naive_model"
"17","California",92530,11.25,17775.74495,88254.87298,96.5256497993071,13935,11278,793600,542,0.23,0.00368076057539196,0.988522601428777,0.982110841803754,0.692208103054097
"18","California",92551,11.25,17761.86594,66286.67302,99.3059593203373,7596,11278,793600,542,0.23,0.0049296324077453,0.987746744934632,0.9809015591013,0.691949962665621
"19","California",93030,11.75,17753.32329,116057.4207,96.2985439336721,11624,11278,793600,542,0.23,0.00581629162912386,0.98726919859093,0.980157235199371,0.691832435381072
"20","California",95610,13,17763.60526,76041.04272,91.6114498942559,12172,11278,793600,542,0.23,0.00382547126902857,0.987843975408376,0.981053106624505,0.691650059468447
"21","California",95401,12.5,17715.98026,75927.37189,93.1322566429758,10852,11278,793600,542,0.23,0.00421441246351359,0.985181669845252,0.976903524723177,0.689398130446726
"22","California",95403,12.75,17690.4374,110951.2646,96.9131202419431,13127,11278,793600,542,0.23,0.00489252187590667,0.983753787466751,0.974677966937053,0.688354959075123
"23","California",92110,12,17679.64265,63793.69613,93.558897109437,6514,11278,793600,542,0.23,0.00587210075669745,0.983150345514467,0.973737416822001,0.688157071940217
"24","California",91325,11.5,17684.72045,52477.18933,89.975936245829,6645,11278,793600,542,0.23,0.00492377033977984,0.98343420179139,0.974179847204753,0.688079221875774
"25","California",92377,11,17588.05868,42874.73753,98.3079419942705,5701,11278,793600,542,0.23,0.00429151277963373,0.978030670704515,0.965757675418037,0.683010161770465
"26","California",95618,12.5,17567.81224,50050.96685,98.34799769349,7296,11278,793600,542,0.23,0.00391300772166833,0.976898865773376,0.963993596447112,0.681862138539759
"27","California",94572,12.25,17554.16929,16201.04647,97.8778558523722,2799,11278,793600,542,0.23,0.00331744937060054,0.976136205370596,0.962804881730037,0.680969166193659
"28","California",95066,12.5,17503.03398,31393.69577,93.6527412371771,3916,11278,793600,542,0.23,0.0048020629584938,0.973277668461723,0.958349445364792,0.678925352700023
"29","California",95842,12.75,17510.45011,50801.01897,96.8650951103132,8105,11278,793600,542,0.23,0.00362995027906075,0.973692240727463,0.958995615208905,0.678886305414359
"30","California",90621,12,17488.02845,61686.70935,91.4331895546571,6545,11278,793600,542,0.23,0.00578264676487029,0.972438837889616,0.957042008604522,0.67851665605957
"31","California",92115,11.5,17456.61768,83223.97965,95.1059669657351,12071,11278,793600,542,0.23,0.00406673660772671,0.970682930956009,0.954305177891687,0.676339861550184
"32","California",95864,12.75,17446.88646,56597.87015,92.3763042388402,8691,11278,793600,542,0.23,0.00395474364345964,0.970138941850666,0.95345729349505,0.675812595651048
"33","California",94803,12.25,17425.79604,47156.06563,96.2945064904593,8103,11278,793600,542,0.23,0.00339030518713735,0.968959957231356,0.951619678269362,0.674557059057764
"34","California",95616,12.5,17409.90793,73668.77428,99.0136955702505,9502,11278,793600,542,0.23,0.00439260072465078,0.968071789175912,0.950235342023644,0.674111715151981
"35","California",94523,12.5,17391.33006,66376.34058,92.8397944358723,9847,11278,793600,542,0.23,0.00407308786361751,0.967033259692405,0.948616646105172,0.673068050297444
"36","California",93023,11.5,17391.00477,48879.08916,90.5168256016534,7681,11278,793600,542,0.23,0.00394388829475888,0.967015075516518,0.94858830348057,0.67300643942692
"37","California",94573,11.75,17250.57797,1095.29286,83.9233652663627,31,11278,793600,542,0.23,0.0236175179244614,0.959165016705983,0.936352870247155,0.672862037639234
"38","California",95662,12.5,17381.83718,66570.25872,91.838920977439,11658,11278,793600,542,0.23,0.00348801225868499,0.966502594133685,0.947789528351063,0.672386870633451
"39","California",93650,12,17364.04622,10215.8329,98.0526453358596,1015,11278,793600,542,0.23,0.00575833603055597,0.965508054043788,0.946239396159498,0.672290682164041
"40","California",92014,12.25,17353.7931,41947.95268,91.4072682225572,5795,11278,793600,542,0.23,0.00444247692329279,0.964934889982573,0.945346038444346,0.671315160339947
"41","California",94065,12,17326.01547,24792.0607,98.9880582542124,2861,11278,793600,542,0.23,0.00491089382671087,0.963382080767257,0.942925764413694,0.670086400279297
"42","California",92879,11,17292.12773,101234.3731,96.6442355202806,10839,11278,793600,542,0.23,0.00542139945505466,0.961487707670697,0.939973114490736,0.668565987534752
"43","California",96001,12.75,17288.40732,83544.17087,85.8142616565565,12262,11278,793600,542,0.23,0.00445393579842532,0.961279731434684,0.939648953944772,0.66804021733417
"44","California",92011,11.5,17210.60804,53368.42652,98.3555573127707,7189,11278,793600,542,0.23,0.00423414369477607,0.956930640496079,0.932870277110665,0.664061685000686
"45","California",93041,11.75,17186.57874,41386.71785,96.0855789059816,5148,11278,793600,542,0.23,0.0046936728758823,0.955587368284678,0.930776596304753,0.663017779779483
"46","California",90049,11.25,17178.22981,58302.37339,82.7098561090277,8202,11278,793600,542,0.23,0.00482122928162192,0.95512065116583,0.930049151290087,0.662643820494733
"47","California",91321,11,17175.05269,41506.86626,96.0409799223536,6301,11278,793600,542,0.23,0.00384771117603338,0.954943045617259,0.929772327780368,0.662143172423791
"48","California",92054,11.5,17166.29059,66178.08376,94.2788314241495,9565,11278,793600,542,0.23,0.0041168363520387,0.95445323170493,0.92900888312782,0.661798128506794
"49","California",91745,11.25,17152.64971,113363.8172,94.6806894021453,14575,11278,793600,542,0.23,0.00460843076742975,0.953690687018108,0.927820348770525,0.661286423184339
"50","California",92655,11.5,17121.1665,10343.02171,93.7220430056185,1807,11278,793600,542,0.23,0.0034260691002594,0.951930730584974,0.925077206336683,0.659293061720526
"51","California",95605,12.25,17092.00918,34059.72437,90.2196974860323,3476,11278,793600,542,0.23,0.00609268290940962,0.950300794726879,0.922536719462915,0.658765815996548
"52","California",91739,10.75,17093.57367,68483.52689,98.8028900197564,9767,11278,793600,542,0.23,0.0039811071249206,0.950388251953765,0.922673033990764,0.65810393895395
"53","California",93410,11.25,17075.85918,387.9414729,90.5185185230058,39,11278,793600,542,0.23,0.00616471136046685,0.949397986646156,0.92112956465543,0.657981180831328
"54","California",96002,12.75,17083.84412,80213.88242,86.9588518917909,11374,11278,793600,542,0.23,0.00454957781262156,0.949844356203808,0.921825295101775,0.657815332025988
"55","California",92571,10.75,17070.44956,99826.11843,99.5202404288693,13371,11278,793600,542,0.23,0.00420840434750635,0.949095581157014,0.92065822268703,0.657024005006621
"56","California",94546,12,17052.31941,77923.90709,97.2022706084559,12884,11278,793600,542,0.23,0.00349053643005172,0.948082079861365,0.919078536759295,0.655863126361405
"57","California",92832,11.75,17033.25417,42466.92371,90.9366519197606,5459,11278,793600,542,0.23,0.00479896219346169,0.947016305698335,0.917417376132556,0.65536578736622
"58","California",93301,11.75,17019.83389,44657.44837,94.0571680197721,4322,11278,793600,542,0.23,0.00616262618858281,0.946266092866783,0.916248062725758,0.655170898250697
"59","California",95405,12.25,17033.09501,42096.82892,93.178110095392,7149,11278,793600,542,0.23,0.00354518390643515,0.947007408426872,0.91740350846945,0.654918222556028
"60","California",95476,12.25,17023.06082,105221.4929,95.0099364449978,14869,11278,793600,542,0.23,0.00417832532907978,0.94644648286554,0.916529226197146,0.654637012570401
